node,worker,algorithm,alpha,machine_type,db_level,seed,auroc
n1,g7,fedprox,a0p05,pump,6dB,13,0.9003716033225426
n3,g2,fedprox,a0p05,pump,6dB,14,0.857167178408809
master,g0,fedprox,a0p05,pump,6dB,15,0.8129695848502859
n3,g5,fedprox,a0p05,pump,6dB,16,0.8841561536964353
master,g7,fedprox,a0p05,pump,6dB,17,0.9064735369491258
n1,g6,fedprox,a0p05,pump,6dB,18,0.8235539064485012
n3,g7,fedprox,a0p05,pump,6dB,19,0.8613255241124697
n3,g4,fedprox,a0p05,slider,-6dB,0,0.7536008642532644
master,g6,fedprox,a0p05,slider,-6dB,1,0.743494997126022
n3,g0,fedprox,a0p05,slider,-6dB,2,0.7503917243993383
master,g7,fedprox,a0p05,slider,-6dB,3,0.7440622333121475
n1,g4,fedprox,a0p05,slider,-6dB,4,0.7505934810472058
n3,g2,fedprox,a0p05,slider,-6dB,5,0.7274244839091862
master,g0,fedprox,a0p05,slider,-6dB,6,0.8500186356323901
n3,g3,fedprox,a0p05,slider,-6dB,7,0.7588653298036286
master,g1,fedprox,a0p05,slider,-6dB,8,0.7746419575541209
n1,g7,fedprox,a0p05,slider,-6dB,9,0.7929997421931572
n3,g7,fedprox,a0p05,slider,-6dB,10,0.7325191994856024
master,g5,fedprox,a0p05,slider,-6dB,11,0.7584624548515206
n3,g6,fedprox,a0p05,slider,-6dB,12,0.7595121409858268
master,g3,fedprox,a0p05,slider,-6dB,13,0.6749042701926236
n1,g6,fedprox,a0p05,slider,-6dB,14,0.7876869491863117
n3,g5,fedprox,a0p05,slider,-6dB,15,0.7069642193819446
master,g4,fedprox,a0p05,slider,-6dB,16,0.8066979591730282
n3,g1,fedprox,a0p05,slider,-6dB,17,0.6284714220771161
master,g2,fedprox,a0p05,slider,-6dB,18,0.8243160447110593
n1,g5,fedprox,a0p05,slider,-6dB,19,0.7998593652574064
master,g6,fedprox,a0p05,slider,0dB,0,0.8382701307713455
n1,g4,fedprox,a0p05,slider,0dB,1,0.8625722804482974
n3,g1,fedprox,a0p05,slider,0dB,2,0.8443618141153878
master,g5,fedprox,a0p05,slider,0dB,3,0.8159646051036582
n3,g0,fedprox,a0p05,slider,0dB,4,0.8464524454887726
master,g7,fedprox,a0p05,slider,0dB,5,0.8821594972304753
n1,g6,fedprox,a0p05,slider,0dB,6,0.9118086715282809
n3,g2,fedprox,a0p05,slider,0dB,7,0.7667798292936198
master,g1,fedprox,a0p05,slider,0dB,8,0.8476378009316491
n3,g3,fedprox,a0p05,slider,0dB,9,0.8592702491558761
master,g3,fedprox,a0p05,slider,0dB,10,0.7490700500809742
n1,g7,fedprox,a0p05,slider,0dB,11,0.8306245731869926
n3,g4,fedprox,a0p05,slider,0dB,12,0.7948217497143919
master,g0,fedprox,a0p05,slider,0dB,13,0.8830806358526703
n3,g7,fedprox,a0p05,slider,0dB,14,0.8021571146095733
master,g2,fedprox,a0p05,slider,0dB,15,0.7651117007061454
n1,g5,fedprox,a0p05,slider,0dB,16,0.915919722925851
n3,g6,fedprox,a0p05,slider,0dB,17,0.7727513728981965
master,g4,fedprox,a0p05,slider,0dB,18,0.8570177091758427
n3,g5,fedprox,a0p05,slider,0dB,19,0.8498164758103592
master,g6,fedprox,a0p05,slider,6dB,0,0.7946237611944333
n3,g4,fedprox,a0p05,slider,6dB,1,0.8575009229084941
master,g7,fedprox,a0p05,slider,6dB,2,0.812057764440966
n1,g7,fedprox,a0p05,slider,6dB,3,0.8769027368275274
n3,g0,fedprox,a0p05,slider,6dB,4,0.8746391892156269
master,g5,fedprox,a0p05,slider,6dB,5,0.8276067585751021
n3,g2,fedprox,a0p05,slider,6dB,6,0.9413138988031599
master,g2,fedprox,a0p05,slider,6dB,7,0.8683708339422177
n1,g4,fedprox,a0p05,slider,6dB,8,0.8734826884496786
n3,g3,fedprox,a0p05,slider,6dB,9,0.8821103819281775
master,g0,fedprox,a0p05,slider,6dB,10,0.854806546009514
n3,g6,fedprox,a0p05,slider,6dB,11,0.8709112969082111
master,g4,fedprox,a0p05,slider,6dB,12,0.8784217181770281
n1,g5,fedprox,a0p05,slider,6dB,13,0.9181136512414048
n3,g7,fedprox,a0p05,slider,6dB,14,0.8265956958361892
master,g1,fedprox,a0p05,slider,6dB,15,0.7748383894171327
n3,g1,fedprox,a0p05,slider,6dB,16,0.9314801396747419
master,g3,fedprox,a0p05,slider,6dB,17,0.8585600881481734
n1,g6,fedprox,a0p05,slider,6dB,18,0.9182742505689496
n3,g5,fedprox,a0p05,slider,6dB,19,0.9103105617946261
n3,g4,fedprox,a0p05,valve,-6dB,0,0.4391286967088475
master,g6,fedprox,a0p05,valve,-6dB,1,0.5981404520620472
n3,g5,fedprox,a0p05,valve,-6dB,2,0.4117899558165544
master,g2,fedprox,a0p05,valve,-6dB,3,0.495637479435437
n1,g7,fedprox,a0p05,valve,-6dB,4,0.4063651221846534
n3,g1,fedprox,a0p05,valve,-6dB,5,0.4842189105512755
master,g5,fedprox,a0p05,valve,-6dB,6,0.4910602774742043
n3,g3,fedprox,a0p05,valve,-6dB,7,0.3787669338705176
master,g3,fedprox,a0p05,valve,-6dB,8,0.5183211345495036
n1,g4,fedprox,a0p05,valve,-6dB,9,0.4316701951257684
n3,g6,fedprox,a0p05,valve,-6dB,10,0.505121588725796
master,g7,fedprox,a0p05,valve,-6dB,11,0.4840239023184277
n3,g2,fedprox,a0p05,valve,-6dB,12,0.4078071262254328
master,g1,fedprox,a0p05,valve,-6dB,13,0.4916401438506339
n1,g5,fedprox,a0p05,valve,-6dB,14,0.4677549107139761
n3,g0,fedprox,a0p05,valve,-6dB,15,0.6193543211991299
master,g4,fedprox,a0p05,valve,-6dB,16,0.4764732006939361
n3,g7,fedprox,a0p05,valve,-6dB,17,0.4209347933308296
master,g0,fedprox,a0p05,valve,-6dB,18,0.4051915653430077
n1,g6,fedprox,a0p05,valve,-6dB,19,0.4479621401922222
master,g6,fedprox,a0p05,valve,0dB,0,0.5368630339306912
n1,g6,fedprox,a0p05,valve,0dB,1,0.5003091211509889
n3,g5,fedprox,a0p05,valve,0dB,2,0.5337211314490454
master,g1,fedprox,a0p05,valve,0dB,3,0.4805591488186169
n3,g1,fedprox,a0p05,valve,0dB,4,0.5117725968927755
master,g5,fedprox,a0p05,valve,0dB,5,0.5069707385984189
n1,g4,fedprox,a0p05,valve,0dB,6,0.527075555217443
n3,g0,fedprox,a0p05,valve,0dB,7,0.4587610613340962
master,g0,fedprox,a0p05,valve,0dB,8,0.4735714167153547
n3,g3,fedprox,a0p05,valve,0dB,9,0.5508331875382803
master,g2,fedprox,a0p05,valve,0dB,10,0.5008664343486492
n1,g5,fedprox,a0p05,valve,0dB,11,0.55565914099582
n3,g7,fedprox,a0p05,valve,0dB,12,0.6174869523075639
master,g4,fedprox,a0p05,valve,0dB,13,0.4639723606562384
n3,g4,fedprox,a0p05,valve,0dB,14,0.4728762730737632
master,g3,fedprox,a0p05,valve,0dB,15,0.6180289519107611
n1,g7,fedprox,a0p05,valve,0dB,16,0.5138399725355894
n3,g6,fedprox,a0p05,valve,0dB,17,0.5332734659192615
master,g7,fedprox,a0p05,valve,0dB,18,0.5426983692165961
n3,g2,fedprox,a0p05,valve,0dB,19,0.5181666335500457
master,g6,fedprox,a0p05,valve,6dB,0,0.6227615678829238
n3,g4,fedprox,a0p05,valve,6dB,1,0.5982802119719915
master,g7,fedprox,a0p05,valve,6dB,2,0.5626129861841627
n1,g7,fedprox,a0p05,valve,6dB,3,0.575687263176699
n3,g0,fedprox,a0p05,valve,6dB,4,0.5821387081929961
master,g4,fedprox,a0p05,valve,6dB,5,0.5024095223524728
n3,g1,fedprox,a0p05,valve,6dB,6,0.6260763057981662
master,g3,fedprox,a0p05,valve,6dB,7,0.4710186151279631
n1,g6,fedprox,a0p05,valve,6dB,8,0.6038085950440815
n3,g3,fedprox,a0p05,valve,6dB,9,0.5687566671230889
master,g1,fedprox,a0p05,valve,6dB,10,0.5866989486483521
n3,g2,fedprox,a0p05,valve,6dB,11,0.5947081808859551
master,g2,fedprox,a0p05,valve,6dB,12,0.5093331278420793
n1,g5,fedprox,a0p05,valve,6dB,13,0.5645382032839406
n3,g6,fedprox,a0p05,valve,6dB,14,0.6250499947901804
master,g0,fedprox,a0p05,valve,6dB,15,0.5767095986031022
n3,g7,fedprox,a0p05,valve,6dB,16,0.5372816070022103
master,g5,fedprox,a0p05,valve,6dB,17,0.5751729525608579
n1,g4,fedprox,a0p05,valve,6dB,18,0.6369486144438331
n3,g5,fedprox,a0p05,valve,6dB,19,0.5009828564185836
n3,g6,fedprox,a0p1,fan,-6dB,0,0.4915631618566322
master,g6,fedprox,a0p1,fan,-6dB,1,0.5821408880923096
n3,g0,fedprox,a0p1,fan,-6dB,2,0.5075914806605699
master,g2,fedprox,a0p1,fan,-6dB,3,0.4897035322978295
n1,g5,fedprox,a0p1,fan,-6dB,4,0.5569927129320386
n3,g1,fedprox,a0p1,fan,-6dB,5,0.5578810562363919
master,g7,fedprox,a0p1,fan,-6dB,6,0.6842005527471284
n3,g3,fedprox,a0p1,fan,-6dB,7,0.581813979544952
master,g3,fedprox,a0p1,fan,-6dB,8,0.5862149880938506
n1,g4,fedprox,a0p1,fan,-6dB,9,0.606414767045103
n3,g4,fedprox,a0p1,fan,-6dB,10,0.6443188562309782
master,g0,fedprox,a0p1,fan,-6dB,11,0.5586675694020291
n3,g7,fedprox,a0p1,fan,-6dB,12,0.6156944501749961
master,g1,fedprox,a0p1,fan,-6dB,13,0.586931159620464
n1,g6,fedprox,a0p1,fan,-6dB,14,0.5518597175744833
n3,g2,fedprox,a0p1,fan,-6dB,15,0.6134591199890524
master,g5,fedprox,a0p1,fan,-6dB,16,0.6527826031546776
n3,g5,fedprox,a0p1,fan,-6dB,17,0.6039321061842001
master,g4,fedprox,a0p1,fan,-6dB,18,0.606447351772301
n1,g7,fedprox,a0p1,fan,-6dB,19,0.6246477644843925
master,g6,fedprox,a0p1,fan,0dB,0,0.7947794673966476
n1,g7,fedprox,a0p1,fan,0dB,1,0.8358014345283044
n3,g2,fedprox,a0p1,fan,0dB,2,0.8489352634378765
master,g7,fedprox,a0p1,fan,0dB,3,0.7182661274913766
n3,g6,fedprox,a0p1,fan,0dB,4,0.7794839325406924
master,g5,fedprox,a0p1,fan,0dB,5,0.7543060148168267
n1,g6,fedprox,a0p1,fan,0dB,6,0.7206648515259656
n3,g0,fedprox,a0p1,fan,0dB,7,0.8040666531015421
master,g2,fedprox,a0p1,fan,0dB,8,0.7072970433466169
n3,g3,fedprox,a0p1,fan,0dB,9,0.8046423659468782
master,g1,fedprox,a0p1,fan,0dB,10,0.7497422384621862
n1,g4,fedprox,a0p1,fan,0dB,11,0.7424158092554821
n3,g1,fedprox,a0p1,fan,0dB,12,0.6800667173806214
master,g4,fedprox,a0p1,fan,0dB,13,0.7230159981051867
n3,g4,fedprox,a0p1,fan,0dB,14,0.6546789856302391
master,g3,fedprox,a0p1,fan,0dB,15,0.7490424271154984
n1,g5,fedprox,a0p1,fan,0dB,16,0.7114935966812335
n3,g7,fedprox,a0p1,fan,0dB,17,0.8319533708877452
master,g0,fedprox,a0p1,fan,0dB,18,0.6835928290578488
n3,g5,fedprox,a0p1,fan,0dB,19,0.7789441009025874
master,g6,fedprox,a0p1,fan,6dB,0,0.908838803233218
n3,g1,fedprox,a0p1,fan,6dB,1,0.9385246117553165
master,g1,fedprox,a0p1,fan,6dB,2,0.9315729397327921
n1,g4,fedprox,a0p1,fan,6dB,3,0.9372866504110166
n3,g5,fedprox,a0p1,fan,6dB,4,0.9552207249778564
master,g7,fedprox,a0p1,fan,6dB,5,0.8826440028954627
n3,g3,fedprox,a0p1,fan,6dB,6,0.9703518031912211
master,g5,fedprox,a0p1,fan,6dB,7,0.9665151114380116
n1,g6,fedprox,a0p1,fan,6dB,8,0.8811715591506508
n3,g0,fedprox,a0p1,fan,6dB,9,0.9303540145749369
master,g4,fedprox,a0p1,fan,6dB,10,0.9449346227920969
n3,g4,fedprox,a0p1,fan,6dB,11,0.9403422577654318
master,g2,fedprox,a0p1,fan,6dB,12,0.9139006149403059
n1,g7,fedprox,a0p1,fan,6dB,13,0.9241906260541468
n3,g7,fedprox,a0p1,fan,6dB,14,0.8957634533841008
master,g3,fedprox,a0p1,fan,6dB,15,0.9335159417945949
n3,g2,fedprox,a0p1,fan,6dB,16,0.9140489186591712
master,g0,fedprox,a0p1,fan,6dB,17,0.9458720008277102
n1,g5,fedprox,a0p1,fan,6dB,18,0.9509525546061137
n3,g6,fedprox,a0p1,fan,6dB,19,0.9343543397417011
n3,g1,fedprox,a0p1,pump,-6dB,0,0.6608534139824619
master,g6,fedprox,a0p1,pump,-6dB,1,0.7307661501769112
n3,g5,fedprox,a0p1,pump,-6dB,2,0.6407737383896431
master,g2,fedprox,a0p1,pump,-6dB,3,0.6479925444845872
n1,g5,fedprox,a0p1,pump,-6dB,4,0.6981223376777721
n3,g3,fedprox,a0p1,pump,-6dB,5,0.6775093001857883
master,g7,fedprox,a0p1,pump,-6dB,6,0.5932862034279492
n3,g0,fedprox,a0p1,pump,-6dB,7,0.6865482469448975
master,g5,fedprox,a0p1,pump,-6dB,8,0.690529478584047
n1,g6,fedprox,a0p1,pump,-6dB,9,0.6942460616059475
n3,g7,fedprox,a0p1,pump,-6dB,10,0.5844559734728199
master,g1,fedprox,a0p1,pump,-6dB,11,0.7078771560339735
n3,g4,fedprox,a0p1,pump,-6dB,12,0.7045744924745208
master,g4,fedprox,a0p1,pump,-6dB,13,0.6873307988211806
n1,g7,fedprox,a0p1,pump,-6dB,14,0.6428158604540365
n3,g2,fedprox,a0p1,pump,-6dB,15,0.6370696172576151
master,g3,fedprox,a0p1,pump,-6dB,16,0.677656334317415
n3,g6,fedprox,a0p1,pump,-6dB,17,0.695925964821606
master,g0,fedprox,a0p1,pump,-6dB,18,0.6724709320328445
n1,g4,fedprox,a0p1,pump,-6dB,19,0.5901199226823091
master,g6,fedprox,a0p1,pump,0dB,0,0.7533455134837688
n1,g6,fedprox,a0p1,pump,0dB,1,0.7520233222063916
n3,g2,fedprox,a0p1,pump,0dB,2,0.7348127125415856
master,g7,fedprox,a0p1,pump,0dB,3,0.7399131431565349
n3,g6,fedprox,a0p1,pump,0dB,4,0.7371870860399059
master,g2,fedprox,a0p1,pump,0dB,5,0.8354653114505417
n1,g4,fedprox,a0p1,pump,0dB,6,0.6743326951899912
n3,g0,fedprox,a0p1,pump,0dB,7,0.7489689143023378
master,g5,fedprox,a0p1,pump,0dB,8,0.6975698806233165
n3,g5,fedprox,a0p1,pump,0dB,9,0.7950037079829537
master,g4,fedprox,a0p1,pump,0dB,10,0.7318776679315928
n1,g7,fedprox,a0p1,pump,0dB,11,0.7879992849380268
n3,g1,fedprox,a0p1,pump,0dB,12,0.7688138577895209
master,g0,fedprox,a0p1,pump,0dB,13,0.726222646351674
n3,g4,fedprox,a0p1,pump,0dB,14,0.7225020502177932
master,g1,fedprox,a0p1,pump,0dB,15,0.7150848554648207
n1,g5,fedprox,a0p1,pump,0dB,16,0.7388156895019563
n3,g7,fedprox,a0p1,pump,0dB,17,0.7455017727942574
master,g3,fedprox,a0p1,pump,0dB,18,0.7312870362830604
n3,g3,fedprox,a0p1,pump,0dB,19,0.684229549541125
master,g6,fedprox,a0p1,pump,6dB,0,0.8280788538773667
n3,g1,fedprox,a0p1,pump,6dB,1,0.8899503353687932
master,g1,fedprox,a0p1,pump,6dB,2,0.8324236555019655
n1,g5,fedprox,a0p1,pump,6dB,3,0.8438839214125653
n3,g5,fedprox,a0p1,pump,6dB,4,0.8201600824663842
master,g5,fedprox,a0p1,pump,6dB,5,0.877338277441545
n3,g2,fedprox,a0p1,pump,6dB,6,0.7416091450035742
master,g2,fedprox,a0p1,pump,6dB,7,0.8494314318658447
n1,g6,fedprox,a0p1,pump,6dB,8,0.8289637275515408
n3,g0,fedprox,a0p1,pump,6dB,9,0.8905559904699416
master,g4,fedprox,a0p1,pump,6dB,10,0.7880101034815075
n3,g4,fedprox,a0p1,pump,6dB,11,0.8688245580918823
master,g0,fedprox,a0p1,pump,6dB,12,0.8587388562743594
n1,g7,fedprox,a0p1,pump,6dB,13,0.8347747111594401
n3,g7,fedprox,a0p1,pump,6dB,14,0.8469070498338837
master,g7,fedprox,a0p1,pump,6dB,15,0.8083909847274154
n3,g3,fedprox,a0p1,pump,6dB,16,0.836695454836214
master,g3,fedprox,a0p1,pump,6dB,17,0.8432266601261619
n1,g4,fedprox,a0p1,pump,6dB,18,0.8531979238363145
n3,g6,fedprox,a0p1,pump,6dB,19,0.7825076825723812
n3,g1,fedprox,a0p1,slider,-6dB,0,0.7727241508907305
master,g6,fedprox,a0p1,slider,-6dB,1,0.8167989773142774
n3,g5,fedprox,a0p1,slider,-6dB,2,0.8047322950627441
master,g1,fedprox,a0p1,slider,-6dB,3,0.7669096163548945
n1,g7,fedprox,a0p1,slider,-6dB,4,0.8114390454408766
n3,g2,fedprox,a0p1,slider,-6dB,5,0.6855193447663608
master,g5,fedprox,a0p1,slider,-6dB,6,0.7828691387383131
n3,g0,fedprox,a0p1,slider,-6dB,7,0.7756064677933029
master,g2,fedprox,a0p1,slider,-6dB,8,0.8050294257761911
n1,g4,fedprox,a0p1,slider,-6dB,9,0.7661311884744515
n3,g7,fedprox,a0p1,slider,-6dB,10,0.6447789660081823
master,g0,fedprox,a0p1,slider,-6dB,11,0.78156318133096
n3,g4,fedprox,a0p1,slider,-6dB,12,0.7328909706283011
master,g7,fedprox,a0p1,slider,-6dB,13,0.7766544531847692
n1,g5,fedprox,a0p1,slider,-6dB,14,0.7174500006822997
n3,g3,fedprox,a0p1,slider,-6dB,15,0.7382667146391221
master,g4,fedprox,a0p1,slider,-6dB,16,0.7747899964494017
n3,g6,fedprox,a0p1,slider,-6dB,17,0.7551924791290548
master,g3,fedprox,a0p1,slider,-6dB,18,0.7851083055469493
n1,g6,fedprox,a0p1,slider,-6dB,19,0.7875071126685602
master,g6,fedprox,a0p1,slider,0dB,0,0.822281050277744
n1,g7,fedprox,a0p1,slider,0dB,1,0.8735939956233009
n3,g3,fedprox,a0p1,slider,0dB,2,0.8513941202602117
master,g1,fedprox,a0p1,slider,0dB,3,0.8657688468397081
n3,g2,fedprox,a0p1,slider,0dB,4,0.8697979824724188
master,g5,fedprox,a0p1,slider,0dB,5,0.8386909823267132
n1,g4,fedprox,a0p1,slider,0dB,6,0.8754605532646105
n3,g5,fedprox,a0p1,slider,0dB,7,0.8167890110971683
master,g2,fedprox,a0p1,slider,0dB,8,0.859430666356691
n3,g0,fedprox,a0p1,slider,0dB,9,0.8577509331943485
master,g7,fedprox,a0p1,slider,0dB,10,0.7724519691061917
n1,g6,fedprox,a0p1,slider,0dB,11,0.8552358628798051
n3,g1,fedprox,a0p1,slider,0dB,12,0.8452761582404247
master,g4,fedprox,a0p1,slider,0dB,13,0.8910509741287458
n3,g4,fedprox,a0p1,slider,0dB,14,0.7754652263244426
master,g0,fedprox,a0p1,slider,0dB,15,0.8023263694510334
n1,g5,fedprox,a0p1,slider,0dB,16,0.8610432314229977
n3,g7,fedprox,a0p1,slider,0dB,17,0.8504501210981699
master,g3,fedprox,a0p1,slider,0dB,18,0.8717276778722789
n3,g6,fedprox,a0p1,slider,0dB,19,0.8476731016565615
master,g6,fedprox,a0p1,slider,6dB,0,0.85686875760929
n3,g1,fedprox,a0p1,slider,6dB,1,0.9071114546954596
master,g1,fedprox,a0p1,slider,6dB,2,0.8985868388821873
n1,g4,fedprox,a0p1,slider,6dB,3,0.9056857341630918
n3,g2,fedprox,a0p1,slider,6dB,4,0.9189970761695377
master,g2,fedprox,a0p1,slider,6dB,5,0.8323759364300516
n3,g5,fedprox,a0p1,slider,6dB,6,0.9057574709593064
master,g5,fedprox,a0p1,slider,6dB,7,0.8607632682897657
n1,g6,fedprox,a0p1,slider,6dB,8,0.8831519146619013
n3,g0,fedprox,a0p1,slider,6dB,9,0.887948451796931
master,g7,fedprox,a0p1,slider,6dB,10,0.8290656823202287
n3,g4,fedprox,a0p1,slider,6dB,11,0.9194107202052584
master,g4,fedprox,a0p1,slider,6dB,12,0.884080660382683
n1,g7,fedprox,a0p1,slider,6dB,13,0.9015968269264757
n3,g6,fedprox,a0p1,slider,6dB,14,0.914374569506134
master,g0,fedprox,a0p1,slider,6dB,15,0.8933808096830355
n3,g7,fedprox,a0p1,slider,6dB,16,0.9388129502428008
master,g3,fedprox,a0p1,slider,6dB,17,0.9029667507238754
n1,g5,fedprox,a0p1,slider,6dB,18,0.9146910186210283
n3,g3,fedprox,a0p1,slider,6dB,19,0.9145535840007997
n3,g1,fedprox,a0p1,valve,-6dB,0,0.4034020970541841
master,g6,fedprox,a0p1,valve,-6dB,1,0.4604667248235105
n3,g2,fedprox,a0p1,valve,-6dB,2,0.4187462829279331
master,g1,fedprox,a0p1,valve,-6dB,3,0.4241104340608436
n1,g6,fedprox,a0p1,valve,-6dB,4,0.4584250442764515
n3,g5,fedprox,a0p1,valve,-6dB,5,0.4837354421740462
master,g2,fedprox,a0p1,valve,-6dB,6,0.4423647614961477
n3,g0,fedprox,a0p1,valve,-6dB,7,0.4437153107757501
master,g5,fedprox,a0p1,valve,-6dB,8,0.4336079282341835
n1,g4,fedprox,a0p1,valve,-6dB,9,0.4130102717124506
n3,g4,fedprox,a0p1,valve,-6dB,10,0.4720694538102478
master,g4,fedprox,a0p1,valve,-6dB,11,0.4374188421915856
n3,g7,fedprox,a0p1,valve,-6dB,12,0.398083699059253
master,g3,fedprox,a0p1,valve,-6dB,13,0.4055887604230087
n1,g5,fedprox,a0p1,valve,-6dB,14,0.4427902130350258
n3,g6,fedprox,a0p1,valve,-6dB,15,0.4336112977917083
master,g7,fedprox,a0p1,valve,-6dB,16,0.4511454142074969
n3,g3,fedprox,a0p1,valve,-6dB,17,0.449193732089484
master,g0,fedprox,a0p1,valve,-6dB,18,0.4802395211930243
n1,g7,fedprox,a0p1,valve,-6dB,19,0.4219294693094666
master,g6,fedprox,a0p1,valve,0dB,0,0.4991937154818243
n1,g7,fedprox,a0p1,valve,0dB,1,0.5277308593354088
n3,g3,fedprox,a0p1,valve,0dB,2,0.4864347269475022
master,g2,fedprox,a0p1,valve,0dB,3,0.5392106630684989
n3,g5,fedprox,a0p1,valve,0dB,4,0.5346134164010227
master,g1,fedprox,a0p1,valve,0dB,5,0.5537831577649384
n1,g6,fedprox,a0p1,valve,0dB,6,0.5312893641345204
n3,g2,fedprox,a0p1,valve,0dB,7,0.5532745773248174
master,g5,fedprox,a0p1,valve,0dB,8,0.4373654608258155
n3,g0,fedprox,a0p1,valve,0dB,9,0.512015622854722
master,g4,fedprox,a0p1,valve,0dB,10,0.5291851848460483
n1,g5,fedprox,a0p1,valve,0dB,11,0.5162724721792198
n3,g1,fedprox,a0p1,valve,0dB,12,0.5150306913312084
master,g0,fedprox,a0p1,valve,0dB,13,0.4027206161947348
n3,g4,fedprox,a0p1,valve,0dB,14,0.5256241938202676
master,g7,fedprox,a0p1,valve,0dB,15,0.4520320762007798
n1,g4,fedprox,a0p1,valve,0dB,16,0.517452799087941
n3,g7,fedprox,a0p1,valve,0dB,17,0.4472508778867803
master,g3,fedprox,a0p1,valve,0dB,18,0.5194561275749159
n3,g6,fedprox,a0p1,valve,0dB,19,0.4886385488662243
master,g6,fedprox,a0p1,valve,6dB,0,0.6104444477995912
n3,g1,fedprox,a0p1,valve,6dB,1,0.5421133685315308
master,g2,fedprox,a0p1,valve,6dB,2,0.6013212264342239
n1,g7,fedprox,a0p1,valve,6dB,3,0.6341014096005912
n3,g5,fedprox,a0p1,valve,6dB,4,0.6273622973215169
master,g1,fedprox,a0p1,valve,6dB,5,0.539470734667863
n3,g2,fedprox,a0p1,valve,6dB,6,0.4810875936938814
master,g5,fedprox,a0p1,valve,6dB,7,0.5816100009876537
n1,g5,fedprox,a0p1,valve,6dB,8,0.5874136774077828
n3,g0,fedprox,a0p1,valve,6dB,9,0.5717300739734826
master,g4,fedprox,a0p1,valve,6dB,10,0.5453108104852384
n3,g4,fedprox,a0p1,valve,6dB,11,0.5382963837947237
master,g3,fedprox,a0p1,valve,6dB,12,0.6327326358687093
n1,g4,fedprox,a0p1,valve,6dB,13,0.5422261173087142
n3,g6,fedprox,a0p1,valve,6dB,14,0.5841274979341827
master,g0,fedprox,a0p1,valve,6dB,15,0.6219499837958
n3,g7,fedprox,a0p1,valve,6dB,16,0.5667031915778714
master,g7,fedprox,a0p1,valve,6dB,17,0.5501903692550735
n1,g6,fedprox,a0p1,valve,6dB,18,0.6015723400346509
n3,g3,fedprox,a0p1,valve,6dB,19,0.5587481850107886
n3,g1,fedprox,a0p5,fan,-6dB,0,0.6117285489264896
master,g6,fedprox,a0p5,fan,-6dB,1,0.6000765832309957
n3,g5,fedprox,a0p5,fan,-6dB,2,0.5749144308906218
master,g1,fedprox,a0p5,fan,-6dB,3,0.5818345482581123
n1,g6,fedprox,a0p5,fan,-6dB,4,0.5784320249466548
n3,g2,fedprox,a0p5,fan,-6dB,5,0.5721541281601252
master,g2,fedprox,a0p5,fan,-6dB,6,0.6076074782212413
n3,g0,fedprox,a0p5,fan,-6dB,7,0.6082416824774193
master,g5,fedprox,a0p5,fan,-6dB,8,0.598886486215171
n1,g5,fedprox,a0p5,fan,-6dB,9,0.5882321899703375
n3,g4,fedprox,a0p5,fan,-6dB,10,0.578410380831351
master,g4,fedprox,a0p5,fan,-6dB,11,0.5950353029311308
n3,g3,fedprox,a0p5,fan,-6dB,12,0.5993938099966329
master,g3,fedprox,a0p5,fan,-6dB,13,0.6112572247517676
n1,g7,fedprox,a0p5,fan,-6dB,14,0.5894635305355531
n3,g7,fedprox,a0p5,fan,-6dB,15,0.5799349977727152
master,g7,fedprox,a0p5,fan,-6dB,16,0.5926545991971542
n3,g6,fedprox,a0p5,fan,-6dB,17,0.6008002004917474
master,g0,fedprox,a0p5,fan,-6dB,18,0.5940512877444416
n1,g4,fedprox,a0p5,fan,-6dB,19,0.5829490292863688
master,g6,fedprox,a0p5,fan,0dB,0,0.8034478106332635
n1,g7,fedprox,a0p5,fan,0dB,1,0.7912557460948123
n3,g7,fedprox,a0p5,fan,0dB,2,0.8033194403568242
master,g2,fedprox,a0p5,fan,0dB,3,0.7662651492020511
n3,g5,fedprox,a0p5,fan,0dB,4,0.7893707220945009
master,g1,fedprox,a0p5,fan,0dB,5,0.7561941355588219
n1,g5,fedprox,a0p5,fan,0dB,6,0.7678681948774402
n3,g2,fedprox,a0p5,fan,0dB,7,0.7880563473821707
master,g5,fedprox,a0p5,fan,0dB,8,0.7702875724077687
n3,g0,fedprox,a0p5,fan,0dB,9,0.8048023223022019
master,g3,fedprox,a0p5,fan,0dB,10,0.7634745888798197
n1,g6,fedprox,a0p5,fan,0dB,11,0.748080319578355
n3,g1,fedprox,a0p5,fan,0dB,12,0.7774105457886122
master,g4,fedprox,a0p5,fan,0dB,13,0.8012405436611786
n3,g4,fedprox,a0p5,fan,0dB,14,0.7265066609145862
master,g0,fedprox,a0p5,fan,0dB,15,0.7823853255584675
n1,g4,fedprox,a0p5,fan,0dB,16,0.7761381100853113
n3,g3,fedprox,a0p5,fan,0dB,17,0.7797842178607766
master,g7,fedprox,a0p5,fan,0dB,18,0.7502803230951998
n3,g6,fedprox,a0p5,fan,0dB,19,0.7906869075373506
master,g6,fedprox,a0p5,fan,6dB,0,0.9470452765614924
n3,g1,fedprox,a0p5,fan,6dB,1,0.9440010934773939
master,g0,fedprox,a0p5,fan,6dB,2,0.9454196699621406
n1,g6,fedprox,a0p5,fan,6dB,3,0.9223532465284517
n3,g7,fedprox,a0p5,fan,6dB,4,0.958729695303567
